target_variable;features;algorithm;imputation_method;feature_selection_method;n_clusters;scores;cross_validation_score;cross_validation_std;cluster_sizes;remove_missing_scores
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];gmm;forward_fill;agglomeration;2;{'silhouette': 0.14535883163623822, 'calinski_harabasz': 18.492114998668228, 'davies_bouldin': 2.3011486929674874};0.14449993587184828;0.051104336944300076;{0: 43, 1: 77};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];gmm;forward_fill;agglomeration;3;{'silhouette': 0.11020369331868379, 'calinski_harabasz': 15.780797585334328, 'davies_bouldin': 2.1922188705254264};0.07643332553169768;0.016181803388690377;{0: 34, 1: 70, 2: 16};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;mice;variance;2;{'silhouette': 0.35721109273333734, 'calinski_harabasz': 8.59960343983546, 'davies_bouldin': 0.844672485644169};0.3019191107807674;0.09331730277470161;{0: 117, 1: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;mice;variance;3;{'silhouette': 0.21911295731161176, 'calinski_harabasz': 6.9552034100115785, 'davies_bouldin': 0.9826098441821539};0.2475213787103309;0.05927697682586671;{0: 114, 1: 3, 2: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;mice;pca;2;{'silhouette': 0.35721109273333723, 'calinski_harabasz': 8.599603439835455, 'davies_bouldin': 0.8446724856441689};0.3019191107807673;0.09331730277470154;{0: 117, 1: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;mice;pca;3;{'silhouette': 0.21911295731161165, 'calinski_harabasz': 6.955203410011574, 'davies_bouldin': 0.9826098441821539};0.24752137871033092;0.05927697682586669;{0: 114, 1: 3, 2: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;mice;agglomeration;2;{'silhouette': 0.35721109273333734, 'calinski_harabasz': 8.599603439835459, 'davies_bouldin': 0.844672485644169};0.3019191107807674;0.0933173027747016;{0: 117, 1: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;mice;agglomeration;3;{'silhouette': 0.2191129573116118, 'calinski_harabasz': 6.955203410011577, 'davies_bouldin': 0.9826098441821537};0.24752137871033084;0.05927697682586673;{0: 114, 1: 3, 2: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;knn;variance;2;{'silhouette': 0.35721109273333734, 'calinski_harabasz': 8.59960343983546, 'davies_bouldin': 0.844672485644169};0.3019191107807674;0.09331730277470161;{0: 117, 1: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;knn;variance;3;{'silhouette': 0.21911295731161176, 'calinski_harabasz': 6.9552034100115785, 'davies_bouldin': 0.9826098441821539};0.2475213787103309;0.05927697682586671;{0: 114, 1: 3, 2: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;knn;pca;2;{'silhouette': 0.35721109273333723, 'calinski_harabasz': 8.599603439835455, 'davies_bouldin': 0.8446724856441689};0.3019191107807673;0.09331730277470154;{0: 117, 1: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;knn;pca;3;{'silhouette': 0.21911295731161165, 'calinski_harabasz': 6.955203410011574, 'davies_bouldin': 0.9826098441821539};0.24752137871033092;0.05927697682586669;{0: 114, 1: 3, 2: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;knn;agglomeration;2;{'silhouette': 0.35721109273333734, 'calinski_harabasz': 8.599603439835459, 'davies_bouldin': 0.844672485644169};0.3019191107807674;0.0933173027747016;{0: 117, 1: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;knn;agglomeration;3;{'silhouette': 0.2191129573116118, 'calinski_harabasz': 6.955203410011577, 'davies_bouldin': 0.9826098441821537};0.24752137871033084;0.05927697682586673;{0: 114, 1: 3, 2: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;median;variance;2;{'silhouette': 0.35721109273333734, 'calinski_harabasz': 8.59960343983546, 'davies_bouldin': 0.844672485644169};0.3019191107807674;0.09331730277470161;{0: 117, 1: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;median;variance;3;{'silhouette': 0.21911295731161176, 'calinski_harabasz': 6.9552034100115785, 'davies_bouldin': 0.9826098441821539};0.2475213787103309;0.05927697682586671;{0: 114, 1: 3, 2: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;median;pca;2;{'silhouette': 0.35721109273333723, 'calinski_harabasz': 8.599603439835455, 'davies_bouldin': 0.8446724856441689};0.3019191107807673;0.09331730277470154;{0: 117, 1: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;median;pca;3;{'silhouette': 0.21911295731161165, 'calinski_harabasz': 6.955203410011574, 'davies_bouldin': 0.9826098441821539};0.24752137871033092;0.05927697682586669;{0: 114, 1: 3, 2: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;median;agglomeration;2;{'silhouette': 0.35721109273333734, 'calinski_harabasz': 8.599603439835459, 'davies_bouldin': 0.844672485644169};0.3019191107807674;0.0933173027747016;{0: 117, 1: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;median;agglomeration;3;{'silhouette': 0.2191129573116118, 'calinski_harabasz': 6.955203410011577, 'davies_bouldin': 0.9826098441821537};0.24752137871033084;0.05927697682586673;{0: 114, 1: 3, 2: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;forward_fill;variance;2;{'silhouette': 0.35721109273333734, 'calinski_harabasz': 8.59960343983546, 'davies_bouldin': 0.844672485644169};0.3019191107807674;0.09331730277470161;{0: 117, 1: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;forward_fill;variance;3;{'silhouette': 0.21911295731161176, 'calinski_harabasz': 6.9552034100115785, 'davies_bouldin': 0.9826098441821539};0.2475213787103309;0.05927697682586671;{0: 114, 1: 3, 2: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;forward_fill;pca;2;{'silhouette': 0.3572110927333373, 'calinski_harabasz': 8.599603439835455, 'davies_bouldin': 0.8446724856441689};0.30191911078076733;0.09331730277470156;{0: 117, 1: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;forward_fill;pca;3;{'silhouette': 0.21911295731161165, 'calinski_harabasz': 6.955203410011575, 'davies_bouldin': 0.9826098441821536};0.24752137871033092;0.05927697682586668;{0: 114, 1: 3, 2: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;forward_fill;agglomeration;2;{'silhouette': 0.35721109273333734, 'calinski_harabasz': 8.599603439835459, 'davies_bouldin': 0.844672485644169};0.3019191107807674;0.0933173027747016;{0: 117, 1: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;forward_fill;agglomeration;3;{'silhouette': 0.2191129573116118, 'calinski_harabasz': 6.955203410011577, 'davies_bouldin': 0.9826098441821537};0.24752137871033084;0.05927697682586673;{0: 114, 1: 3, 2: 3};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;mice;variance;2;{'silhouette': 0.16934458974124714, 'calinski_harabasz': 26.61832560962973, 'davies_bouldin': 1.95215149490811};0.2576575675080301;0.04885847831331253;{0: 56, 1: 64};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;mice;variance;3;{'silhouette': 0.17718502899158445, 'calinski_harabasz': 22.548289704700604, 'davies_bouldin': 1.6729338514263017};0.23643783079199898;0.03752348049938356;{0: 64, 1: 50, 2: 6};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;mice;pca;2;{'silhouette': 0.16934458974124716, 'calinski_harabasz': 26.61832560962972, 'davies_bouldin': 1.9521514949081098};0.25765756750803015;0.04885847831331248;{0: 56, 1: 64};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;mice;pca;3;{'silhouette': 0.17718502899158448, 'calinski_harabasz': 22.548289704700608, 'davies_bouldin': 1.6729338514263012};0.23643783079199904;0.03752348049938359;{0: 64, 1: 50, 2: 6};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;mice;agglomeration;2;{'silhouette': 0.16934458974124714, 'calinski_harabasz': 26.61832560962973, 'davies_bouldin': 1.9521514949081098};0.2576575675080301;0.04885847831331252;{0: 56, 1: 64};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;mice;agglomeration;3;{'silhouette': 0.17718502899158448, 'calinski_harabasz': 22.548289704700604, 'davies_bouldin': 1.6729338514263017};0.23643783079199893;0.03752348049938357;{0: 64, 1: 50, 2: 6};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;knn;variance;2;{'silhouette': 0.16934458974124714, 'calinski_harabasz': 26.61832560962973, 'davies_bouldin': 1.95215149490811};0.2576575675080301;0.04885847831331253;{0: 56, 1: 64};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;knn;variance;3;{'silhouette': 0.17718502899158445, 'calinski_harabasz': 22.548289704700604, 'davies_bouldin': 1.6729338514263017};0.23643783079199898;0.03752348049938356;{0: 64, 1: 50, 2: 6};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;knn;pca;2;{'silhouette': 0.16934458974124716, 'calinski_harabasz': 26.61832560962972, 'davies_bouldin': 1.9521514949081098};0.25765756750803015;0.04885847831331248;{0: 56, 1: 64};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;knn;pca;3;{'silhouette': 0.17718502899158448, 'calinski_harabasz': 22.548289704700608, 'davies_bouldin': 1.6729338514263012};0.23643783079199904;0.03752348049938359;{0: 64, 1: 50, 2: 6};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;knn;agglomeration;2;{'silhouette': 0.16934458974124714, 'calinski_harabasz': 26.61832560962973, 'davies_bouldin': 1.9521514949081098};0.2576575675080301;0.04885847831331252;{0: 56, 1: 64};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;knn;agglomeration;3;{'silhouette': 0.17718502899158448, 'calinski_harabasz': 22.548289704700604, 'davies_bouldin': 1.6729338514263017};0.23643783079199893;0.03752348049938357;{0: 64, 1: 50, 2: 6};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;median;variance;2;{'silhouette': 0.16934458974124714, 'calinski_harabasz': 26.61832560962973, 'davies_bouldin': 1.95215149490811};0.2576575675080301;0.04885847831331253;{0: 56, 1: 64};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;median;variance;3;{'silhouette': 0.17718502899158445, 'calinski_harabasz': 22.548289704700604, 'davies_bouldin': 1.6729338514263017};0.23643783079199898;0.03752348049938356;{0: 64, 1: 50, 2: 6};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;median;pca;2;{'silhouette': 0.16934458974124716, 'calinski_harabasz': 26.61832560962972, 'davies_bouldin': 1.9521514949081098};0.25765756750803015;0.04885847831331248;{0: 56, 1: 64};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;median;pca;3;{'silhouette': 0.17718502899158448, 'calinski_harabasz': 22.548289704700608, 'davies_bouldin': 1.6729338514263012};0.23643783079199904;0.03752348049938359;{0: 64, 1: 50, 2: 6};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;median;agglomeration;2;{'silhouette': 0.16934458974124714, 'calinski_harabasz': 26.61832560962973, 'davies_bouldin': 1.9521514949081098};0.2576575675080301;0.04885847831331252;{0: 56, 1: 64};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;median;agglomeration;3;{'silhouette': 0.17718502899158448, 'calinski_harabasz': 22.548289704700604, 'davies_bouldin': 1.6729338514263017};0.23643783079199893;0.03752348049938357;{0: 64, 1: 50, 2: 6};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;forward_fill;variance;2;{'silhouette': 0.16934458974124714, 'calinski_harabasz': 26.61832560962973, 'davies_bouldin': 1.95215149490811};0.2576575675080301;0.04885847831331253;{0: 56, 1: 64};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;forward_fill;variance;3;{'silhouette': 0.17718502899158445, 'calinski_harabasz': 22.548289704700604, 'davies_bouldin': 1.6729338514263017};0.23643783079199898;0.03752348049938356;{0: 64, 1: 50, 2: 6};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;forward_fill;pca;2;{'silhouette': 0.16934458974124714, 'calinski_harabasz': 26.61832560962972, 'davies_bouldin': 1.9521514949081098};0.2576575675080301;0.04885847831331248;{0: 56, 1: 64};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;forward_fill;pca;3;{'silhouette': 0.17718502899158445, 'calinski_harabasz': 22.548289704700604, 'davies_bouldin': 1.6729338514263017};0.23643783079199904;0.037523480499383595;{0: 64, 1: 50, 2: 6};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;forward_fill;agglomeration;2;{'silhouette': 0.16934458974124714, 'calinski_harabasz': 26.61832560962973, 'davies_bouldin': 1.9521514949081098};0.2576575675080301;0.04885847831331252;{0: 56, 1: 64};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;forward_fill;agglomeration;3;{'silhouette': 0.17718502899158448, 'calinski_harabasz': 22.548289704700604, 'davies_bouldin': 1.6729338514263017};0.23643783079199893;0.03752348049938357;{0: 64, 1: 50, 2: 6};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;mice;variance;2;{'silhouette': 0.17162120832579777, 'calinski_harabasz': 19.28689738660296, 'davies_bouldin': 2.137744727579722};0.11408465276439275;0.027643158379366185;{0: 35, 1: 85};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;mice;variance;3;{'silhouette': 0.1433963881853684, 'calinski_harabasz': 17.91988713141638, 'davies_bouldin': 1.6837164088249068};0.09570026507456134;0.04026448775351255;{0: 85, 1: 6, 2: 29};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;mice;pca;2;{'silhouette': 0.17162120832579777, 'calinski_harabasz': 19.28689738660296, 'davies_bouldin': 2.1377447275797214};0.11408465276439277;0.02764315837936622;{0: 35, 1: 85};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;mice;pca;3;{'silhouette': 0.14339638818536843, 'calinski_harabasz': 17.919887131416388, 'davies_bouldin': 1.683716408824907};0.09570026507456135;0.04026448775351254;{0: 85, 1: 6, 2: 29};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;mice;agglomeration;2;{'silhouette': 0.17162120832579777, 'calinski_harabasz': 19.28689738660296, 'davies_bouldin': 2.137744727579722};0.11408465276439275;0.027643158379366217;{0: 35, 1: 85};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;mice;agglomeration;3;{'silhouette': 0.1433963881853684, 'calinski_harabasz': 17.91988713141638, 'davies_bouldin': 1.6837164088249068};0.0957002650745613;0.04026448775351257;{0: 85, 1: 6, 2: 29};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;knn;variance;2;{'silhouette': 0.17162120832579777, 'calinski_harabasz': 19.28689738660296, 'davies_bouldin': 2.137744727579722};0.11408465276439275;0.027643158379366185;{0: 35, 1: 85};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;knn;variance;3;{'silhouette': 0.1433963881853684, 'calinski_harabasz': 17.91988713141638, 'davies_bouldin': 1.6837164088249068};0.09570026507456134;0.04026448775351255;{0: 85, 1: 6, 2: 29};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;knn;pca;2;{'silhouette': 0.17162120832579777, 'calinski_harabasz': 19.28689738660296, 'davies_bouldin': 2.1377447275797214};0.11408465276439277;0.02764315837936622;{0: 35, 1: 85};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;knn;pca;3;{'silhouette': 0.14339638818536843, 'calinski_harabasz': 17.919887131416388, 'davies_bouldin': 1.683716408824907};0.09570026507456135;0.04026448775351254;{0: 85, 1: 6, 2: 29};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;knn;agglomeration;2;{'silhouette': 0.17162120832579777, 'calinski_harabasz': 19.28689738660296, 'davies_bouldin': 2.137744727579722};0.11408465276439275;0.027643158379366217;{0: 35, 1: 85};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;knn;agglomeration;3;{'silhouette': 0.1433963881853684, 'calinski_harabasz': 17.91988713141638, 'davies_bouldin': 1.6837164088249068};0.0957002650745613;0.04026448775351257;{0: 85, 1: 6, 2: 29};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;median;variance;2;{'silhouette': 0.17162120832579777, 'calinski_harabasz': 19.28689738660296, 'davies_bouldin': 2.137744727579722};0.11408465276439275;0.027643158379366185;{0: 35, 1: 85};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;median;variance;3;{'silhouette': 0.1433963881853684, 'calinski_harabasz': 17.91988713141638, 'davies_bouldin': 1.6837164088249068};0.09570026507456134;0.04026448775351255;{0: 85, 1: 6, 2: 29};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;median;pca;2;{'silhouette': 0.17162120832579777, 'calinski_harabasz': 19.28689738660296, 'davies_bouldin': 2.1377447275797214};0.11408465276439277;0.02764315837936622;{0: 35, 1: 85};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;median;pca;3;{'silhouette': 0.14339638818536843, 'calinski_harabasz': 17.919887131416388, 'davies_bouldin': 1.683716408824907};0.09570026507456135;0.04026448775351254;{0: 85, 1: 6, 2: 29};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;median;agglomeration;2;{'silhouette': 0.17162120832579777, 'calinski_harabasz': 19.28689738660296, 'davies_bouldin': 2.137744727579722};0.11408465276439275;0.027643158379366217;{0: 35, 1: 85};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;median;agglomeration;3;{'silhouette': 0.1433963881853684, 'calinski_harabasz': 17.91988713141638, 'davies_bouldin': 1.6837164088249068};0.0957002650745613;0.04026448775351257;{0: 85, 1: 6, 2: 29};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;forward_fill;variance;2;{'silhouette': 0.17162120832579777, 'calinski_harabasz': 19.28689738660296, 'davies_bouldin': 2.137744727579722};0.11408465276439275;0.027643158379366185;{0: 35, 1: 85};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;forward_fill;variance;3;{'silhouette': 0.1433963881853684, 'calinski_harabasz': 17.91988713141638, 'davies_bouldin': 1.6837164088249068};0.09570026507456134;0.04026448775351255;{0: 85, 1: 6, 2: 29};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;forward_fill;pca;2;{'silhouette': 0.17162120832579777, 'calinski_harabasz': 19.286897386602963, 'davies_bouldin': 2.1377447275797214};0.11408465276439277;0.027643158379366223;{0: 35, 1: 85};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;forward_fill;pca;3;{'silhouette': 0.14339638818536843, 'calinski_harabasz': 17.919887131416388, 'davies_bouldin': 1.6837164088249068};0.09570026507456135;0.040264487753512546;{0: 85, 1: 6, 2: 29};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;forward_fill;agglomeration;2;{'silhouette': 0.17162120832579777, 'calinski_harabasz': 19.28689738660296, 'davies_bouldin': 2.137744727579722};0.11408465276439275;0.027643158379366217;{0: 35, 1: 85};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;forward_fill;agglomeration;3;{'silhouette': 0.1433963881853684, 'calinski_harabasz': 17.91988713141638, 'davies_bouldin': 1.6837164088249068};0.0957002650745613;0.04026448775351257;{0: 85, 1: 6, 2: 29};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;mice;variance;2;{'silhouette': 0.1603610052817299, 'calinski_harabasz': 19.066402435308547, 'davies_bouldin': 2.24569040750894};0.160449349088511;0.036001271145576164;{0: 73, 1: 48};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;mice;variance;3;{'silhouette': 0.19930055147394443, 'calinski_harabasz': 26.799367563780525, 'davies_bouldin': 1.5926956598855082};0.14998702748060283;0.022240467806980403;{0: 45, 1: 23, 2: 53};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;mice;pca;2;{'silhouette': 0.16036100528172995, 'calinski_harabasz': 19.066402435308557, 'davies_bouldin': 2.24569040750894};0.160449349088511;0.036001271145576184;{0: 73, 1: 48};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;mice;pca;3;{'silhouette': 0.19930055147394443, 'calinski_harabasz': 26.799367563780525, 'davies_bouldin': 1.5926956598855087};0.14998702748060286;0.022240467806980413;{0: 45, 1: 23, 2: 53};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;mice;agglomeration;2;{'silhouette': 0.16036100528172986, 'calinski_harabasz': 19.06640243530855, 'davies_bouldin': 2.24569040750894};0.160449349088511;0.03600127114557617;{0: 73, 1: 48};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;mice;agglomeration;3;{'silhouette': 0.1993005514739444, 'calinski_harabasz': 26.799367563780525, 'davies_bouldin': 1.5926956598855082};0.14998702748060283;0.022240467806980416;{0: 45, 1: 23, 2: 53};False
