target_variable;features;algorithm;imputation_method;feature_selection_method;n_clusters;scores;cross_validation_score;cross_validation_std;cluster_sizes;remove_missing_scores
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];gmm;N/A;agglomeration;3;{'silhouette': 0.11020369331868379, 'calinski_harabasz': 15.780797585334328, 'davies_bouldin': 2.1922188705254264};0.07643332553169768;0.016181803388690377;{0: 34, 1: 70, 2: 16};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];gmm;N/A;variance;2;{'silhouette': 0.14535883163623822, 'calinski_harabasz': 18.492114998668228, 'davies_bouldin': 2.3011486929674874};0.14449993587184828;0.05110433694430007;{0: 43, 1: 77};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];gmm;N/A;variance;3;{'silhouette': 0.1102036933186838, 'calinski_harabasz': 15.780797585334325, 'davies_bouldin': 2.1922188705254264};0.0764333255316977;0.016181803388690366;{0: 34, 1: 70, 2: 16};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];gmm;N/A;pca;2;{'silhouette': 0.14535883163623825, 'calinski_harabasz': 18.492114998668242, 'davies_bouldin': 2.301148692967487};0.14449993587184828;0.051104336944300076;{0: 43, 1: 77};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];gmm;N/A;pca;3;{'silhouette': 0.11020369331868385, 'calinski_harabasz': 15.780797585334337, 'davies_bouldin': 2.1922188705254255};0.07643332553169767;0.016181803388690377;{0: 34, 1: 70, 2: 16};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];gmm;N/A;agglomeration;2;{'silhouette': 0.14535883163623822, 'calinski_harabasz': 18.492114998668228, 'davies_bouldin': 2.3011486929674874};0.14449993587184828;0.051104336944300076;{0: 43, 1: 77};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];gmm;N/A;agglomeration;3;{'silhouette': 0.11020369331868379, 'calinski_harabasz': 15.780797585334328, 'davies_bouldin': 2.1922188705254264};0.07643332553169768;0.016181803388690377;{0: 34, 1: 70, 2: 16};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];gmm;N/A;variance;2;{'silhouette': 0.14535883163623822, 'calinski_harabasz': 18.492114998668228, 'davies_bouldin': 2.3011486929674874};0.14449993587184828;0.05110433694430007;{0: 43, 1: 77};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];gmm;N/A;variance;3;{'silhouette': 0.1102036933186838, 'calinski_harabasz': 15.780797585334325, 'davies_bouldin': 2.1922188705254264};0.0764333255316977;0.016181803388690366;{0: 34, 1: 70, 2: 16};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];gmm;N/A;pca;2;{'silhouette': 0.14535883163623825, 'calinski_harabasz': 18.492114998668242, 'davies_bouldin': 2.301148692967487};0.14449993587184828;0.051104336944300076;{0: 43, 1: 77};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];gmm;N/A;pca;3;{'silhouette': 0.11020369331868385, 'calinski_harabasz': 15.780797585334337, 'davies_bouldin': 2.1922188705254255};0.07643332553169767;0.016181803388690377;{0: 34, 1: 70, 2: 16};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];gmm;N/A;agglomeration;2;{'silhouette': 0.14535883163623822, 'calinski_harabasz': 18.492114998668228, 'davies_bouldin': 2.3011486929674874};0.14449993587184828;0.051104336944300076;{0: 43, 1: 77};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];gmm;N/A;agglomeration;3;{'silhouette': 0.11020369331868379, 'calinski_harabasz': 15.780797585334328, 'davies_bouldin': 2.1922188705254264};0.07643332553169768;0.016181803388690377;{0: 34, 1: 70, 2: 16};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];gmm;N/A;variance;2;{'silhouette': 0.14535883163623822, 'calinski_harabasz': 18.492114998668228, 'davies_bouldin': 2.3011486929674874};0.14449993587184828;0.05110433694430007;{0: 43, 1: 77};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];gmm;N/A;variance;3;{'silhouette': 0.1102036933186838, 'calinski_harabasz': 15.780797585334325, 'davies_bouldin': 2.1922188705254264};0.0764333255316977;0.016181803388690366;{0: 34, 1: 70, 2: 16};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];gmm;N/A;pca;2;{'silhouette': 0.14535883163623825, 'calinski_harabasz': 18.492114998668242, 'davies_bouldin': 2.301148692967487};0.14449993587184828;0.051104336944300076;{0: 43, 1: 77};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];gmm;N/A;pca;3;{'silhouette': 0.11020369331868385, 'calinski_harabasz': 15.780797585334337, 'davies_bouldin': 2.1922188705254255};0.07643332553169767;0.016181803388690377;{0: 34, 1: 70, 2: 16};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];gmm;N/A;agglomeration;2;{'silhouette': 0.14535883163623822, 'calinski_harabasz': 18.492114998668228, 'davies_bouldin': 2.3011486929674874};0.14449993587184828;0.051104336944300076;{0: 43, 1: 77};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];gmm;N/A;agglomeration;3;{'silhouette': 0.11020369331868379, 'calinski_harabasz': 15.780797585334328, 'davies_bouldin': 2.1922188705254264};0.07643332553169768;0.016181803388690377;{0: 34, 1: 70, 2: 16};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;variance;2;{'silhouette': 0.35721109273333734, 'calinski_harabasz': 8.59960343983546, 'davies_bouldin': 0.844672485644169};0.3019191107807674;0.09331730277470161;{0: 117, 1: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;variance;3;{'silhouette': 0.21911295731161176, 'calinski_harabasz': 6.9552034100115785, 'davies_bouldin': 0.9826098441821539};0.2475213787103309;0.05927697682586671;{0: 114, 1: 3, 2: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;pca;2;{'silhouette': 0.35721109273333723, 'calinski_harabasz': 8.599603439835455, 'davies_bouldin': 0.8446724856441689};0.3019191107807673;0.09331730277470154;{0: 117, 1: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;pca;3;{'silhouette': 0.21911295731161165, 'calinski_harabasz': 6.955203410011574, 'davies_bouldin': 0.9826098441821539};0.24752137871033092;0.05927697682586669;{0: 114, 1: 3, 2: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;agglomeration;2;{'silhouette': 0.35721109273333734, 'calinski_harabasz': 8.599603439835459, 'davies_bouldin': 0.844672485644169};0.3019191107807674;0.0933173027747016;{0: 117, 1: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;agglomeration;3;{'silhouette': 0.2191129573116118, 'calinski_harabasz': 6.955203410011577, 'davies_bouldin': 0.9826098441821537};0.24752137871033084;0.05927697682586673;{0: 114, 1: 3, 2: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;variance;2;{'silhouette': 0.35721109273333734, 'calinski_harabasz': 8.59960343983546, 'davies_bouldin': 0.844672485644169};0.3019191107807674;0.09331730277470161;{0: 117, 1: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;variance;3;{'silhouette': 0.21911295731161176, 'calinski_harabasz': 6.9552034100115785, 'davies_bouldin': 0.9826098441821539};0.2475213787103309;0.05927697682586671;{0: 114, 1: 3, 2: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;pca;2;{'silhouette': 0.35721109273333723, 'calinski_harabasz': 8.599603439835455, 'davies_bouldin': 0.8446724856441689};0.3019191107807673;0.09331730277470154;{0: 117, 1: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;pca;3;{'silhouette': 0.21911295731161165, 'calinski_harabasz': 6.955203410011574, 'davies_bouldin': 0.9826098441821539};0.24752137871033092;0.05927697682586669;{0: 114, 1: 3, 2: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;agglomeration;2;{'silhouette': 0.35721109273333734, 'calinski_harabasz': 8.599603439835459, 'davies_bouldin': 0.844672485644169};0.3019191107807674;0.0933173027747016;{0: 117, 1: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;agglomeration;3;{'silhouette': 0.2191129573116118, 'calinski_harabasz': 6.955203410011577, 'davies_bouldin': 0.9826098441821537};0.24752137871033084;0.05927697682586673;{0: 114, 1: 3, 2: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;variance;2;{'silhouette': 0.35721109273333734, 'calinski_harabasz': 8.59960343983546, 'davies_bouldin': 0.844672485644169};0.3019191107807674;0.09331730277470161;{0: 117, 1: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;variance;3;{'silhouette': 0.21911295731161176, 'calinski_harabasz': 6.9552034100115785, 'davies_bouldin': 0.9826098441821539};0.2475213787103309;0.05927697682586671;{0: 114, 1: 3, 2: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;pca;2;{'silhouette': 0.35721109273333723, 'calinski_harabasz': 8.599603439835455, 'davies_bouldin': 0.8446724856441689};0.3019191107807673;0.09331730277470154;{0: 117, 1: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;pca;3;{'silhouette': 0.21911295731161165, 'calinski_harabasz': 6.955203410011574, 'davies_bouldin': 0.9826098441821539};0.24752137871033092;0.05927697682586669;{0: 114, 1: 3, 2: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;agglomeration;2;{'silhouette': 0.35721109273333734, 'calinski_harabasz': 8.599603439835459, 'davies_bouldin': 0.844672485644169};0.3019191107807674;0.0933173027747016;{0: 117, 1: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;agglomeration;3;{'silhouette': 0.2191129573116118, 'calinski_harabasz': 6.955203410011577, 'davies_bouldin': 0.9826098441821537};0.24752137871033084;0.05927697682586673;{0: 114, 1: 3, 2: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;variance;2;{'silhouette': 0.35721109273333734, 'calinski_harabasz': 8.59960343983546, 'davies_bouldin': 0.844672485644169};0.3019191107807674;0.09331730277470161;{0: 117, 1: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;variance;3;{'silhouette': 0.21911295731161176, 'calinski_harabasz': 6.9552034100115785, 'davies_bouldin': 0.9826098441821539};0.2475213787103309;0.05927697682586671;{0: 114, 1: 3, 2: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;pca;2;{'silhouette': 0.35721109273333723, 'calinski_harabasz': 8.599603439835455, 'davies_bouldin': 0.8446724856441689};0.3019191107807673;0.09331730277470154;{0: 117, 1: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;pca;3;{'silhouette': 0.21911295731161165, 'calinski_harabasz': 6.955203410011574, 'davies_bouldin': 0.9826098441821539};0.24752137871033092;0.05927697682586669;{0: 114, 1: 3, 2: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;agglomeration;2;{'silhouette': 0.35721109273333734, 'calinski_harabasz': 8.599603439835459, 'davies_bouldin': 0.844672485644169};0.3019191107807674;0.0933173027747016;{0: 117, 1: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];spectral;N/A;agglomeration;3;{'silhouette': 0.2191129573116118, 'calinski_harabasz': 6.955203410011577, 'davies_bouldin': 0.9826098441821537};0.24752137871033084;0.05927697682586673;{0: 114, 1: 3, 2: 3};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;variance;2;{'silhouette': 0.16934458974124714, 'calinski_harabasz': 26.61832560962973, 'davies_bouldin': 1.95215149490811};0.2576575675080301;0.04885847831331253;{0: 56, 1: 64};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;variance;3;{'silhouette': 0.17718502899158445, 'calinski_harabasz': 22.548289704700604, 'davies_bouldin': 1.6729338514263017};0.23643783079199898;0.03752348049938356;{0: 64, 1: 50, 2: 6};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;pca;2;{'silhouette': 0.16934458974124716, 'calinski_harabasz': 26.61832560962972, 'davies_bouldin': 1.9521514949081098};0.25765756750803015;0.04885847831331248;{0: 56, 1: 64};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;pca;3;{'silhouette': 0.17718502899158448, 'calinski_harabasz': 22.548289704700608, 'davies_bouldin': 1.6729338514263012};0.23643783079199904;0.03752348049938359;{0: 64, 1: 50, 2: 6};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;2;{'silhouette': 0.16934458974124714, 'calinski_harabasz': 26.61832560962973, 'davies_bouldin': 1.9521514949081098};0.2576575675080301;0.04885847831331252;{0: 56, 1: 64};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;3;{'silhouette': 0.17718502899158448, 'calinski_harabasz': 22.548289704700604, 'davies_bouldin': 1.6729338514263017};0.23643783079199893;0.03752348049938357;{0: 64, 1: 50, 2: 6};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;variance;2;{'silhouette': 0.16934458974124714, 'calinski_harabasz': 26.61832560962973, 'davies_bouldin': 1.95215149490811};0.2576575675080301;0.04885847831331253;{0: 56, 1: 64};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;variance;3;{'silhouette': 0.17718502899158445, 'calinski_harabasz': 22.548289704700604, 'davies_bouldin': 1.6729338514263017};0.23643783079199898;0.03752348049938356;{0: 64, 1: 50, 2: 6};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;pca;2;{'silhouette': 0.16934458974124716, 'calinski_harabasz': 26.61832560962972, 'davies_bouldin': 1.9521514949081098};0.25765756750803015;0.04885847831331248;{0: 56, 1: 64};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;pca;3;{'silhouette': 0.17718502899158448, 'calinski_harabasz': 22.548289704700608, 'davies_bouldin': 1.6729338514263012};0.23643783079199904;0.03752348049938359;{0: 64, 1: 50, 2: 6};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;2;{'silhouette': 0.16934458974124714, 'calinski_harabasz': 26.61832560962973, 'davies_bouldin': 1.9521514949081098};0.2576575675080301;0.04885847831331252;{0: 56, 1: 64};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;3;{'silhouette': 0.17718502899158448, 'calinski_harabasz': 22.548289704700604, 'davies_bouldin': 1.6729338514263017};0.23643783079199893;0.03752348049938357;{0: 64, 1: 50, 2: 6};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;variance;2;{'silhouette': 0.16934458974124714, 'calinski_harabasz': 26.61832560962973, 'davies_bouldin': 1.95215149490811};0.2576575675080301;0.04885847831331253;{0: 56, 1: 64};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;variance;3;{'silhouette': 0.17718502899158445, 'calinski_harabasz': 22.548289704700604, 'davies_bouldin': 1.6729338514263017};0.23643783079199898;0.03752348049938356;{0: 64, 1: 50, 2: 6};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;pca;2;{'silhouette': 0.16934458974124716, 'calinski_harabasz': 26.61832560962972, 'davies_bouldin': 1.9521514949081098};0.25765756750803015;0.04885847831331248;{0: 56, 1: 64};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;pca;3;{'silhouette': 0.17718502899158448, 'calinski_harabasz': 22.548289704700608, 'davies_bouldin': 1.6729338514263012};0.23643783079199904;0.03752348049938359;{0: 64, 1: 50, 2: 6};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;2;{'silhouette': 0.16934458974124714, 'calinski_harabasz': 26.61832560962973, 'davies_bouldin': 1.9521514949081098};0.2576575675080301;0.04885847831331252;{0: 56, 1: 64};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;3;{'silhouette': 0.17718502899158448, 'calinski_harabasz': 22.548289704700604, 'davies_bouldin': 1.6729338514263017};0.23643783079199893;0.03752348049938357;{0: 64, 1: 50, 2: 6};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;variance;2;{'silhouette': 0.16934458974124714, 'calinski_harabasz': 26.61832560962973, 'davies_bouldin': 1.95215149490811};0.2576575675080301;0.04885847831331253;{0: 56, 1: 64};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;variance;3;{'silhouette': 0.17718502899158445, 'calinski_harabasz': 22.548289704700604, 'davies_bouldin': 1.6729338514263017};0.23643783079199898;0.03752348049938356;{0: 64, 1: 50, 2: 6};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;pca;2;{'silhouette': 0.16934458974124716, 'calinski_harabasz': 26.61832560962972, 'davies_bouldin': 1.9521514949081098};0.25765756750803015;0.04885847831331248;{0: 56, 1: 64};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;pca;3;{'silhouette': 0.17718502899158448, 'calinski_harabasz': 22.548289704700608, 'davies_bouldin': 1.6729338514263012};0.23643783079199904;0.03752348049938359;{0: 64, 1: 50, 2: 6};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;2;{'silhouette': 0.16934458974124714, 'calinski_harabasz': 26.61832560962973, 'davies_bouldin': 1.9521514949081098};0.2576575675080301;0.04885847831331252;{0: 56, 1: 64};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;3;{'silhouette': 0.17718502899158448, 'calinski_harabasz': 22.548289704700604, 'davies_bouldin': 1.6729338514263017};0.23643783079199893;0.03752348049938357;{0: 64, 1: 50, 2: 6};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;N/A;variance;2;{'silhouette': 0.17162120832579777, 'calinski_harabasz': 19.28689738660296, 'davies_bouldin': 2.137744727579722};0.11408465276439275;0.027643158379366185;{0: 35, 1: 85};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;N/A;variance;3;{'silhouette': 0.1433963881853684, 'calinski_harabasz': 17.91988713141638, 'davies_bouldin': 1.6837164088249068};0.09570026507456134;0.04026448775351255;{0: 85, 1: 6, 2: 29};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;N/A;pca;2;{'silhouette': 0.17162120832579777, 'calinski_harabasz': 19.28689738660296, 'davies_bouldin': 2.1377447275797214};0.11408465276439277;0.02764315837936622;{0: 35, 1: 85};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;N/A;pca;3;{'silhouette': 0.14339638818536843, 'calinski_harabasz': 17.919887131416388, 'davies_bouldin': 1.683716408824907};0.09570026507456135;0.04026448775351254;{0: 85, 1: 6, 2: 29};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;N/A;agglomeration;2;{'silhouette': 0.17162120832579777, 'calinski_harabasz': 19.28689738660296, 'davies_bouldin': 2.137744727579722};0.11408465276439275;0.027643158379366217;{0: 35, 1: 85};True
Moca M6;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Moca J7', 'Nihss Score J7'];birch;N/A;agglomeration;3;{'silhouette': 0.1433963881853684, 'calinski_harabasz': 17.91988713141638, 'davies_bouldin': 1.6837164088249068};0.0957002650745613;0.04026448775351257;{0: 85, 1: 6, 2: 29};True
